company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/cloudant,cloudant,Not available,Summer 2008,51,Acquired,Boston,NoSQL Database-aaS. Acquired by IBM in 2014. Now IBM Cloud Data…,http://cloudant.com/,Not available,"Michael Miller
Founder/Chief Scientist
Recovering particle physicist and distributed systems developer. CoFounder (Cloudant, acquired by IBM), CoFounder Liquid 2 Ventures. Father or two sets of twins. Main investing interests are new computing architectures, quantum computing, aerospace and climate tech, with a dash of dev tools.","Alan Hoffman
Founder/Director of Product","Adam Kocoloski
Founder/CTO"
https://www.ycombinator.com/companies/cloudkick,cloudkick,Not available,Winter 2009,11,Acquired,San Francisco,,http://cloudkick.com/,Not available,"Logan Welliver
Founder",Not available,Not available
https://www.ycombinator.com/companies/cloudstitch,cloudstitch,Not available,Summer 2015,4,Acquired,San Francisco,Power your website with Google Spreadsheets.Acquired by Instabase…,http://cloudstitch.com/,"DEVELOPER-TOOLS, SAAS","Ted Benson
Founder/CEO
Ted is the founder of Steamship, building ready-to-hire AI employees. His YC15 startup Cloudstitch was acquired by Instabase in 2017, where he built and ran the Machine Intelligence and Platform Experience teams. Ted has a PhD in Computer Science from MIT and has written three books on the field.","Jake Lau
Founder/CEO",Not available
https://www.ycombinator.com/companies/cloudthread,cloudthread,2020,Summer 2021,8,Active,San Francisco,Eliminate Cloud Waste. Attribute and Track Savings. Engage Engineers.,https://cloudthread.io/,"DEVELOPER-TOOLS, FINOPS, B2B, WORKFLOW-AUTOMATION, CLOUD-COMPUTING","Ilia Semenov
Founder
🚀ex-Lyft (2016-2020): Data Engineering + Cloud Cost Management
🎮ex-EA (2014-2016): Cloud Cost Management
🎓Carnegie Mellon University
🏡Saint-Petersburg, Russia
🌁San Francisco, USA",Not available,Not available
https://www.ycombinator.com/companies/clover,clover,2020,Summer 2020,2,Acquired,NY,"The all-in-one notebook for creatives to brainstorm, write, and plan…",https://cloverapp.co/,"PRODUCTIVITY, NOTE-TAKING","Tom Giannattasio
Founder
Currently working on Clover. Previously led a team working on design tools at InVision. Founded Macaw, which InVision acquired in 2015. Also worked at nclud designing products for Apple and Oracle. In 2012, I went to Twitter by way of an acquihire. I left shortly after to help MIT design and launch edX.

http://attasi.com","Adam Christ
Founder
Software engineer primarily focused in Javascript. Co-founder of Macaw which was acquired by InVision App, Inc. Currently living in Austin, TX.",Not available
https://www.ycombinator.com/companies/clueso,clueso,2023,Winter 2023,10,Active,"Bengaluru, India",Create beautiful videos & docs for any product or process in minutes,https://clueso.io/,"GENERATIVE-AI, SAAS, B2B, CUSTOMER-SUCCESS","Akash Anand
Founder
Hey! I'm Akash, CEO at Clueso. Before Clueso, I built and scaled a consumer note-taking app to 12k+ users while in college. I studied Engineering Design and Data Science at IIT Madras. In my free time, I'm a force to be reckoned with on the tennis court.","Neel Balar
Founder
I'm Neel, CBO at Clueso. Prior to Clueso, I built and scaled a consumer note-taking app to 20K+ users while in college. I studied Engineering Design and Data Science at IIT Madras. I previously led Asia's most advanced student Hyperloop team, where we raised $1.1M from the Indian govt. I also represented India at the SpaceX Hyperloop Pod Competition organized by Elon Musk.","Prajwal Prakash
Founder
I'm Prajwal, co-founder at CTO at Clueso. I'm a Bangalorean and a recent (2022) CS grad from IIT Madras where I graduated top of my batch. I've always loved building products (previously made Desklamp, a consumer notetaking app) and working with nascent technologies (interned at Adobe AI, co-founded a quantum machine learning group in college). When I'm not thinking about tech, I write stand up sets."
https://www.ycombinator.com/companies/clupp,clupp,2021,Winter 2022,12,Active,"Mexico City, Mexico",Innovative insurance solutions for underserved markets.,http://clupp.com.mx/,INSURANCE,"Omar Said López Tronco
Founder
CEO of Clupp. Actuary, CFA Charterholder, and full-stack developer. MSc in Risk Management. Winner of the Mexican Insurance Research Award (2015), and winner of the Mexican Insurance Innovation Award (2017).","Marisol Sánchez
Founder
I'm cofounder at Clupp and I’m the Chief Operation Officer, so I’m in charge of everything related to claims and fraud detection. I'm an expert in insurtech in Mexico. I’m the president of the Mexican Insurtech Association.",Not available
https://www.ycombinator.com/companies/clustrix,clustrix,Not available,Winter 2006,51,Acquired,San Francisco,,http://clustrix.com/,Not available,"Sergei Tsarev
Founder/CTO / Vice President Engineering",Not available,Not available
https://www.ycombinator.com/companies/clutch,clutch,Not available,Summer 2011,2,Acquired,San Francisco,An easy to integrate library for native iOS applications designed to…,http://clutch.io/,DEVELOPER-TOOLS,"Eric Florenzano
Founder",Not available,Not available
https://www.ycombinator.com/companies/co-dev,co-dev,2023,Winter 2023,2,Active,Not available,Turn your ideas into full-stack apps,https://co.dev/,"ARTIFICIAL-INTELLIGENCE, DEVELOPER-TOOLS, AI, AI-ASSISTANT","Uladzislau Radkevich
Founder
Experienced software developer with a background in Computer Security. 
Led tech side of crypto development at Revolut and scaled their payments infrastructure from 1M to 20M+ users. 
Winner of multiple web3/crypto hackathons, including ethAmsterdam and Polygon Buidl IT 2022.
Have strong domain expertise in traditional banking and fintech.","Andrew Kim
Founder
Andrew started his career in business IT consulting with Accenture, consulting for Google, Cisco, and 3M. After, he worked as a software engineer for Levi Strauss and various startups. Most recently, he ran his own software development outsourcing agency.",Not available
