company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/bewell-digital,bewell-digital,2020,Winter 2021,2,Inactive,"Coimbatore, India",Building the operating system for diagnosis.,http://www.bewelldigital.com/,SAAS,"Alagiri Senthilkumar
Founder","Vishnu Vardhana Balu
Founder",Not available
https://www.ycombinator.com/companies/beyond-aero,beyond-aero,2020,Winter 2022,50,Active,Not available,First electric business aircraft designed for hydrogen propulsion,https://www.beyond-aero.com/,Not available,"Eloa Guillotin
Founder
Co-founder & CEO","Valentin Chomel
Founder
Co-Founder & CSO","Hugo Tarlé
Founder
Co-Founder and COO, Beyond Aero"
https://www.ycombinator.com/companies/bharatx,bharatx,2021,Winter 2022,14,Active,"Bengaluru, India",Enable Buy-Now-Pay-Later in a White-Labelled Manner,https://bharatx.tech/,"FINTECH, CONSUMER","Mehul Jindal
Founder
Building BharatX to enable Middle Class Families in India get Credit via Consumer Facing platforms.","Shyam Murugan
Founder
1. LoL
2. Anime
3. Development

That's how I would describe myself. The ordering may or may not be important :D","Eeshan Sharma
Founder
A good listener… always up for quick ideation or discussion over coffee ☕️"
https://www.ycombinator.com/companies/bhrd,bhrd,Not available,Summer 2018,3,Inactive,"Toronto, Canada","BHRD (""Be Heard"") helps public companies communicate with investors.",http://bhrdglobal.com/,INVESTING,"William Ma
Founder/CEO","Joshua Duggan
Founder","Michael Liao
Founder"
https://www.ycombinator.com/companies/bicycle-ai,bicycle-ai,Not available,Winter 2017,11,Inactive,"Bengaluru, India",Bicycle AI provides customer support as a service. We work on top of…,http://bicycleai.com/,"ARTIFICIAL-INTELLIGENCE, CUSTOMER-SERVICE","Arpit Mohan
Founder/CTO",Not available,Not available
https://www.ycombinator.com/companies/bifrost,bifrost,2021,Winter 2022,4,Inactive,San Francisco,Wills and Estate Management for Crypto,https://www.hapi.finance/,"CRYPTO-WEB3, FINANCE, CRYPTOGRAPHY","Kartik Sathappan
Founder
GP at Families Fund. Invest with SGV and Yap on Pirate Wires. Previously bifrost (yc w22), panda, neighborly, intuit, apple, hbo.","Samraaj Bath
Founder
CEO @ ion design.
2x YC founder. ex CTO, PM, design team manager, full stack engineer. 
obsessed w/ making it easier to build beautiful products.

I previously founded an ice cream company, bootstrapped a birthday wishing app, danced professionally, and rebuilt a 1981 motorcycle.",Not available
https://www.ycombinator.com/companies/bik,bik,2019,Summer 2020,100,Active,"Bengaluru, India","One stop platform for Marketers to drive acquisitions, retention &…",https://bik.ai/,"ARTIFICIAL-INTELLIGENCE, SAAS, B2B, E-COMMERCE, AI-ASSISTANT","Sonakshi Nathani
Founder
Customer is King & Heart for Design.","ASHUTOSH SINGLA
Founder
Passionate about programming and solving problems with the use of technology.",Not available
https://www.ycombinator.com/companies/bikanta,bikanta,2013,Summer 2014,2,Inactive,"Berkeley, CA",Nano-diamonds for cancer detection,http://bikanta.com/,NANOMEDICINE,"Ambika Bumb
Founder/CEO",Not available,Not available
https://www.ycombinator.com/companies/bikry,bikry,2020,Winter 2020,25,Active,"Noida, India",Bikry: Helping SMB's in India go online,https://bikry.com/,"B2B, E-COMMERCE, RETAIL","Abhishek Bhayana
Founder
Working in the local commerce domain in India at the intersection of e-commerce, SMB's, fin-tech and productivity tools","Himanshu Garg
Founder",Not available
https://www.ycombinator.com/companies/bilanc,bilanc,2023,Winter 2024,3,Active,"London, United Kingdom",The AI Engineering Productivity Platform,https://www.bilanc.co/,"SAAS, B2B, ANALYTICS, DEVOPS","Samuel Akinwunmi
Founder
Founder & CEO of Bilanc (YC W24)",Not available,Not available
