company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/lollipuff,lollipuff,Not available,Winter 2013,11,Active,Mountain View,Online Auctions for Authentic (Women's) Designer Goods,http://lollipuff.com/,"MARKETPLACE, E-COMMERCE, FASHION","Fei Deyle
Founder/CEO",Not available,Not available
https://www.ycombinator.com/companies/long-term-stock-exchange,long-term-stock-exchange,2012,Summer 2017,68,Active,San Francisco,LTSE is an ecosystem for visionary business.,http://ltse.com/,"FINTECH, B2B","Eric Ries
Founder/CEO","John Bautista
Founder",Not available
https://www.ycombinator.com/companies/look-after-my-bills,look-after-my-bills,Not available,Winter 2018,2,Acquired,United Kingdom,"Personal fintech - we optimise your bills, every year, automatically.",http://www.lookaftermybills.com/,FINTECH,"Will Hodson
Founder","Henry de Zoete
Founder",Not available
https://www.ycombinator.com/companies/looklive,looklive,2015,Summer 2016,11,Inactive,"Atlanta, GA",Looklive is a community and marketplace for fashion. Users browse…,https://www.looklive.com/,"MARKETPLACE, SOCIAL, FASHION","Paul Judge
Founder","Cedric Rogers
Founder","Greg Selkoe
Founder"
https://www.ycombinator.com/companies/loom,loom,Not available,Winter 2012,2,Acquired,San Francisco,Cloud storage for photos and videos (acquired by Dropbox).,http://loom.com/,"VIDEO, MEDIA","Jan Senderek
Founder/CEO
Co-founder Loom (W12, acquired by Dropbox in 2014). Starting something new and investing in YC startups.","Nicolas Bös
Founder","Daniel Wagner
Founder/Technical"
https://www.ycombinator.com/companies/loombotic,loombotic,2024,Fall 2024,2,Active,"Toronto, Canada",Wire Harnesses in as little as 7 days,https://www.loombotic.com/,MANUFACTURING,"Lucas Crupi
Founder
Co-founder @ Loombotic","Ethan Breit
Founder
Co-founder @ Fabricate",Not available
https://www.ycombinator.com/companies/loop-genomics,loop-genomics,2016,Winter 2016,7,Acquired,"San Jose, CA",Novel long-read DNA sequencing technology,http://www.loopgenomics.com/,BIOTECH,"Tuval Ben-Yehezkel
Founder/CEO",Not available,Not available
https://www.ycombinator.com/companies/loop-health,loop-health,2017,Winter 2020,27,Active,India,Modern & comprehensive health insurance plan for employees in India,http://www.loophealth.com/,"HEALTHCARE, INSURANCE, PRIMARY-CARE","Ryan Singh
Founder
COO and co-founder of Loop Health, a modern primary care plan for India. We're a team of 18 in Pune, India. 

Before Loop, I led programs in entrepreneurship education at the University of Illinois at Urbana-Champaign (UIUC), co-founding the iVenture Accelerator, the campus’s accelerator for top student startups.

I studied Finance and Marketing at the University of Illinois at Urbana-Champaign and was a Watson University Social Enterprise Fellow.","Mayank Kale
Founder",Not available
https://www.ycombinator.com/companies/loop-support,loop-support,2016,Winter 2017,7,Inactive,San Francisco,Predict job applicant performance for entry-level support roles,https://www.loopsupport.com/,"SAAS, B2B, RECRUITING","Dean Yim
Founder/CEO","Paul Gut
Founder/CTO
Loop Support W17",Not available
https://www.ycombinator.com/companies/loops,loops,2022,Winter 2022,5,Active,"Washington, DC",Email sending for startups,https://loops.so/,EMAIL,"Chris Frantz
Founder
Building Loops (loops.so). Prev sold Snazzy AI to Unbounce, led growth at Biteable and strategy at Curiosity.","Adam Kaczmarek
Founder
Adam Kaczmarek spent 10 years as a systems engineer in aerospace and defense before entering the software world. He's passionate about crafting delightful experiences for users and solving challenging technical problems.",Not available
https://www.ycombinator.com/companies/loopt,loopt,Not available,Summer 2005,11,Acquired,Mountain View,,http://loopt.com/,Not available,"Nick Sivo
Founder
Trying to figure out what to do next.","Sam Altman
Founder",Not available
https://www.ycombinator.com/companies/lootrush,lootrush,2021,Summer 2021,Not available,Active,San Francisco,A safe and friendly way to play crypto games.,https://www.lootrush.com/,"CLOUD-GAMING, CRYPTO-WEB3","Anderson Ferminiano
Founder
---",Not available,Not available
