company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/parallel-universe,parallel-universe,Not available,Summer 2012,2,Inactive,Not available,Helping developers scale their applications with ease.,http://paralleluniverse.co/,"DEVOPS, CLOUD-COMPUTING","Ron Pressler
Founder",Not available,Not available
https://www.ycombinator.com/companies/parametric,parametric,2025,Summer 2025,2,Active,San Francisco,Robotics models to automate industries where errors can kill,https://parametric.company/,"DEEP-LEARNING, REINFORCEMENT-LEARNING, ROBOTICS, AUTOMATION","John Newsom
Founder/CEO
Led the self-driving team at Parallel Systems and worked as a researcher at BAIR focused on mechanistic interpretability, world models, and large language models.","Cody Swain
Founder/CTO
Led model ROI and offline simulation for recommendations at Facebook. Prior to this, founded a stablecoin wallet company and worked on zk-SNARK identity proofs.",Not available
https://www.ycombinator.com/companies/paraquery,paraquery,2023,Spring 2025,1,Active,New York,Managed GPU-accelerated Spark + SQL at 2x speed and half the cost,https://paraquery.com/,"DEVELOPER-TOOLS, ANALYTICS, BIG-DATA, ENTERPRISE-SOFTWARE, INFRASTRUCTURE","Win Wang
Founder
Focused on efficiency, effectiveness, and (user) experience.
Previously a tech lead @ Twitter, building massively-parallel distributed build systems.
Now building a cheaper, faster big data platform by using the right hardware for job. Fully-managed, GPU-accelerated, petabyte-scale at double the speed and half the cost.",Not available,Not available
https://www.ycombinator.com/companies/paratus-health,paratus-health,2024,Winter 2025,6,Active,"Menlo Park, CA",AI-powered intake nurse,https://paratushealth.com/,"DIGITAL-HEALTH, HEALTHCARE-IT, AI-ASSISTANT","Pablo Bermudez-Canete
Founder
Digital Healthcare | Stanford CS - AI | Spain","Tannen Hall
Founder
Digital Healthcare | Stanford CS - AI",Not available
https://www.ycombinator.com/companies/parcelbio,parcelbio,2023,Winter 2024,5,Active,San Francisco,Next-generation mRNA medicines,https://parcelbio.com/,"GENE-THERAPY, BIOTECH, HEALTHCARE, DRUG-DELIVERY, THERAPEUTICS","David Weinberg
Founder
David is the co-founder and CEO of ParcelBio. He was previously VP of RNA Platform at Orbital Therapeutics / Circ Bio, where he led the development of a circular RNA therapeutics platform. Before that, he was Sr. Director of Molecular Research at Freenome, where he built the multiomics diagnostics platform that enabled a blood test for the early detection of cancer. David obtained his PhD from MIT, was a UCSF Faculty Fellow, and has been honored with Forbes ‘30 Under 30’ and an NIH DP5 Award.","Chris Carlson
Founder
Chris is the co-founder and CSO of ParcelBio. He was previously a scientist at Orbital Therapeutics, where he was the primary contributor on multiple patents regarding stabilization of therapeutic RNAs. Chris obtained his PhD from UCSF where he studied RNA packaging and protection in viruses.",Not available
https://www.ycombinator.com/companies/pardes-bio,pardes-bio,2020,Summer 2020,2,Public,San Francisco,We break viruses,http://www.pardesbio.com/,"BIOTECH, THERAPEUTICS","Uri Lopatin
Founder/CEO
Co-founder and the Chief Medical Officer of Assembly Pharma (2012) and CMO/VP R&D for Assembly Biosciences (f\k\a Ventrus Bioscience), which reverse merged with Assembly Pharma in 2014. He helped ASMB raise > $300M to move 2 generations of novel HBV meds into Ph 1 and Ph 2 clinical studies. Uri has held roles at Schering Plough, Roche, and Gilead Science, and received medical training at UMDNJ, NYU and the NIH. Uri was a visiting partner at YC before he started Pardes to cure COVID-19",Not available,Not available
https://www.ycombinator.com/companies/parea,parea,2023,Summer 2023,2,Active,New York,"Test, evaluate & observe your LLM applications",https://www.parea.ai/,"DEVELOPER-TOOLS, GENERATIVE-AI, SAAS, DEVOPS, MONITORING","Joel Alexander
Founder
Senior Software Engineer at Lyft.
J.P. Morgan TMT Investment Banking.
BA @ Columbia University.
MSc @ New York University","Joschka Braun
Founder
Published my first paper in the highest-ranked number theory journal at age 17. Continued to pursue math until my M.Sc. from NYU as a Fulbright scholar. Noticed AI has more real world applications than math and started researching applications of deep learning to medical imaging at Covera Health. Built semantic search systems and automatic code generation software at Jina AI.

https://joschkabraun.com",Not available
https://www.ycombinator.com/companies/parenthoods,parenthoods,Not available,Summer 2014,2,Acquired,San Francisco,Communities for expecting and new parents.,http://parenthoods.co/,COMMUNITY,"Siobhan Quinn
Founder/CEO
Current Director @ YouTube/Google leading Community Products. Previously cofounded Parenthoods (YC S14); First Product Manager at Foursquare and early Software Engineer @ Google. Angel Investor.","Jeni Diaz Axline
Founder/Head of Operations",Not available
https://www.ycombinator.com/companies/pares-ai,pares-ai,2025,Summer 2025,3,Active,San Francisco,Helping commercial real estate brokers find and close more deals.,https://www.pares.ai/,"GENERATIVE-AI, SAAS, PROPTECH, CRM, AI","Kai Patragnoni
Founder
Co-founder of PARES / Cornell CS","Zihao Wang
Founder
Zihao is the Co-founder and CEO of PARES. 

Before PARES, Zihao ran a $500M+ real estate fund at Motiva Holdings and led 39 multifamily value-add and development projects across CA, NC, and FL. He also studied CS & AI at MIT, giving him expertise in both technology and real estate.","Daniel Weiner
Founder
Co-Founder @ PARES | Cornell CS"
https://www.ycombinator.com/companies/paribus,paribus,2015,Summer 2015,Not available,Acquired,New York,,https://ramp.com/,"FINOPS, FINTECH, PAYMENTS, PRODUCTIVITY","Karim Atiyeh
Founder
Founder @ Ramp (https://Ramp.com)","Eric Glyman
Founder
Co-founder and CEO of Ramp (https://ramp.com), the corporate card that helps companies spend less. Previously co-founded Paribus (YC S15), a digital tool that automates price protection and shipping guarantees at online retailers (acq. in 2016 by Capital One). Active New York-based angel investor. Graduated from Harvard with a BA in Economics and East Asian Studies, and raised in Las Vegas.",Not available
