company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/embark,embark,Not available,Summer 2011,2,Acquired,San Francisco,Public transit apps. Acquired by Apple in 2013.,https://letsembark.com/,TRANSPORTATION,"Taylor Malloy
Founder",Not available,Not available
https://www.ycombinator.com/companies/embark-trucks,embark-trucks,2016,Winter 2016,300,Public,San Francisco,Self-driving semi trucks.,http://embarktrucks.com/,AUTONOMOUS-TRUCKING,"Alex Rodrigues
Founder/CEO
Started building robots when I was 11. Excited to be helping build the world's biggest robots today!","Brandon Moak
Founder/CTO",Not available
https://www.ycombinator.com/companies/embeddables,embeddables,2024,Summer 2018,16,Active,San Francisco,The funnel builder built for health & wellness brands.,https://embeddables.com/,"SAAS, B2B","Matthew Morley
Founder/CEO
co-Founder and CEO of Embeddables. Talk to me about go-to-market, democracy and civic tech.","Jeremy Evans
Founder
Co-founder of Embeddables (YC S18, embeddables.com), formerly Savvy. Embeddables is a no-code platform for building online experiences like onboarding flows and calculators, as well as democracy tools like voter quizzes. Background in journalism, teaching and politics, having built tools helping millions with their vote in the UK. Passionate about building tech for a better democracy.",Not available
https://www.ycombinator.com/companies/embedder,embedder,2025,Summer 2025,2,Active,San Francisco,Claude Code for Firmware,https://www.embedder.dev/,"DEVELOPER-TOOLS, GENERATIVE-AI, HARDWARE","Ethan Gibbs
Founder
Co-Founder & CEO at Embedder (YC S25). Michigan Alumni. 

Ethan has worked at three startups (2x YC backed) since starting college.","Bob Wei
Founder
Co-Founder & CTO at Embedder (YC S25). Michigan Dropout.

Bob has worked on multiple firmware teams, from ten-person research labs to trillion-dollar companies. He has built humanoid robots and autonomous vehicles and is now working on Embedder to help him (and others) ship their projects 10x faster!",Not available
https://www.ycombinator.com/companies/embedly,embedly,Not available,Winter 2010,2,Acquired,Boston,,http://embed.ly/,Not available,"Sean Creeley
Founder","Arthur Gibson
Founder",Not available
https://www.ycombinator.com/companies/ember,ember,2022,Fall 2024,10,Active,San Francisco,AI RCM. A/R Analysis in 3 days or less. Reduce claim denials by 55%.,https://www.embercopilot.ai/,Not available,"Charlene Wang
Founder
Charlene is the CEO and co-founder of Ember. Previously a product manager on Healthcare AI at Google, she collaborated with Elevance Health to develop remote patient monitoring solutions. Charlene led the launch of sleep-sensing technology on Google Nest’s smart displays, improving the sleep quality of millions of users. Her research has been featured in Radiology and NEJM Catalyst. She holds a degree in Applied Mathematics, Computer Science, and Economics from Brown University.","Warren Wang
Founder
Warren is the co-founder of Ember. In the past, he did explainable AI research at MIT CSAIL and medical AI research with NVIDIA at hospitals in Taiwan. Warren holds a BS in EECS/Physics and MEng in EECS from MIT. He was a gold medalist at the 50th International Physics Olympiad.",Not available
https://www.ycombinator.com/companies/ember-robotics,ember-robotics,2024,Summer 2024,2,Active,San Francisco,Datadog for robots,https://www.emberrobotics.com/,"DEVELOPER-TOOLS, ROBOTICS, B2B, ANALYTICS, DATA-VISUALIZATION","Shivani Mouleeswaran
Founder
Co-founder and CEO @ Ember Robotics. Previously at Tesla Autopilot and Simbe Robotics building software for real-time robot diagnostics, image quality optimization, field service alerts, and low-latency data pipelines. I love robots, basketball, and playing the sitar!","Ritika Shrivastava
Founder
Ritika is a roboticist who loves helping robots see 🕶! She is a proud UC Berkeley alumna (B.S. EECS '21 & M.S. EECS '22) 🐻, where she researched and taught about computer vision and robotics. Formerly a computer vision engineer at Tesla Autopilot, Ritika is excited to build tools that help roboticists!

In her free time, she enjoys playing tennis 🎾, building gizmos, and reading 📖!",Not available
https://www.ycombinator.com/companies/embrace,embrace,2016,Summer 2019,52,Active,"Los Angeles, CA",Modern mobile observability built on OpenTelemetry,https://embrace.io/,"DEVELOPER-TOOLS, SAAS, OPEN-SOURCE","Eric Futoran
Founder and CEO
Founder of Embrace, the only observability platform purpose-built for mobile. We proactively discover errors and instantly resolve issues for UX and Engineers, while delivering 100% of sessions and enriched data for Data Science.

Previously founder of Scopely, the #1 mobile games publisher with Yahtzee, Walking Dead, and Star Trek. Built the first DMP at Aggregate Knowledge. First job was at Trilogy.","Fredric Newberg
Founder",Not available
https://www.ycombinator.com/companies/emburse,emburse,Not available,Winter 2016,Not available,Acquired,San Francisco,Expense management and AP automation.,https://www.emburse.com/,FINTECH,"Peter Lai
Founder/CEO
- MIT '08 (EECS & Cognitive Science)
- Crocodoc (W10)
- Emburse (W16)","Roger Gu
Founder",Not available
https://www.ycombinator.com/companies/emerge-career,emerge-career,2022,Summer 2022,3,Active,Not available,All-in-one re-entry & workforce development training platform,https://www.emergecareer.com/,"EDUCATION, GOVTECH","Uzoma ""Zo"" Orchingwa
Co-Founder, Co-CEO
Co-founder. In 2022, Zo and Gabe co-founded Ameelio, a tech nonprofit that builds education and communication products for prisons. While scaling Ameelio, they stumbled upon the issue of unemployment post-incarceration which Emerge seeks to address. Zo holds a Masters degree in Criminology from the University of Cambridge, and a JD-MBA from Yale Law School and Yale School of Management.","Gabriel Saruhashi
Founder
Co-founder. In 2020, Gabe and Zo co-founded Ameelio, a tech nonprofit that builds education and communication tools for prisons. While scaling Ameelio, they stumbled upon the issue of unemployment post-incarceration which Emerge Career seeks to address. Previously, he was a YC intern and the first product manager at Zippi (YC19). Gabe is a Yale grad, where he co-founded an organization connecting refugees with their new communities, and built an app to assist homeless communities in New Haven.",Not available
