company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/koko-2,koko-2,2020,Winter 2022,8,Active,Not available,Making mental health accessible to everyone.,https://kokocares.org/,Not available,"Rob Morris
Founder
Rob Morris is the co-founder of Koko — a behavioral health platform that has served 2M people, mostly adolescents. Most recently, he was a staff data scientist at Airbnb and an entrepreneur in residence at Hopelab.

Rob earned his AB in psychology from Princeton University and his master's and PhD in media arts and sciences from the Massachusetts Institute of Technology.","Kareem Kouddous
Founder
Founderd Suzy, Koko (sold to Airbnb), Airbnb Trust & Safety leadership now back to Koko as a non-profit. A few failed startups before that. Coding since grade school. Dreaming forever.",Not available
https://www.ycombinator.com/companies/konta-com,konta-com,2019,Summer 2021,35,Active,"Monterrey, Mexico",Turbotax for México and LATAM,http://konta.com/,"ARTIFICIAL-INTELLIGENCE, FINTECH, SAAS","jose menendez
Founder
Computer engineer.
Started 5 different companies.
10 years working in software, and product.","Pablo Icaza
Founder",Not available
https://www.ycombinator.com/companies/kontigo,kontigo,2023,Summer 2024,10,Active,Not available,USDC-Smart Neobank for Latinos.,https://kontigo.lat/,Not available,"jesus alberto Castillo ferrer
CEO & Co-founder
I'm a Venezuelan founder obsessed with closing the financial inclusion gap for 1.7 billion humans. 
- Previously built the largest micro-lending platform in Venezuela, reaching over 500k SMBs in low-income communities with no financial history, implementing Muhammad Yunus methodology powered by ML. 
- Co-founded the first LLM marketplace in LatAm using micro-payments instead of subscriptions. 
- Founder at Bicuye, the most exotic Agave-Based Liquour with an Ultra-Premium membership club.","Gino Guatavita
Founder
Co-Founder & CTO at Kontigo. Tackling one of the biggest challenges in the region, access to credit and the financial system. Currently 500M+ people on Latam are under-banked, we are solving this with alternative data, AI and Web3.",Not available
https://www.ycombinator.com/companies/kopa,kopa,2016,Winter 2019,6,Inactive,San Francisco,Find furnished rentals and compatible housemates for 1-12 month stays,https://www.kopa.co/,"MARKETPLACE, HOUSING, COMMUNITY","Zach Waterfield
Founder
Eng @ Posthog, Currently training 🏊‍♂️ 🚴‍♂️ 🏃, SVP @ Pioneer Fund and VP @ Ripple Ventures, Prev cofounder Zettlor (zettlor.com) + Kopa (W19) (kopa.co), UWaterloo for Computer Engineering",Not available,Not available
https://www.ycombinator.com/companies/kopra-bio,kopra-bio,2024,Summer 2024,2,Active,San Francisco,Genetically engineered viruses that teach your immune system to kill…,https://kopra.bio/,"GENE-THERAPY, SYNTHETIC-BIOLOGY, BIOTECH, THERAPEUTICS, ONCOLOGY","Andrew Bartynski
Founder
Serial Biotech Entrepreneur and repeat YC founder. Built medical devices as CEO @ AesculaTech (YC W18). Developed the contraceptive pill for men as COO @ YourChoice Therapeutics (YC W19). Founded a COVID antiviral company that went from founding to Phase II/III clinical trial in 6 months and was acquired by a publicly traded biotech in less than a year as COO @ ANA Therapeutics. Made next generation Psychedelics for mental health @ ASRI. Now curing cancer @ Kopra Bio","Alexander Haddad
Founder
Neurosurgery resident @ UCSF, scientific co-founder @ Kopra Bio. Published over 70 peer-reviewed publications as a neurosurgery resident at UCSF. Alex is particularly interested in the delivery of cell and gene therapies to the central nervous system and neuro-oncology. Kopra Bio is a serial biotech entrepreneur and a UCSF Neurosurgery resident on a mission to revolutionize cancer treatment.",Not available
https://www.ycombinator.com/companies/korrai,korrai,2021,Winter 2022,14,Active,"Toronto, Canada",KorrAI detects ground stability threats to critical infrastructure,https://www.korrai.com/,"ARTIFICIAL-INTELLIGENCE, CLIMATE, INSURANCE","Rahul Anand
Founder
I am a technologist at heart with a passion for solving problems in the AI space.","Rob McEwan
Founder
My passion for knowledge and tinkering with technology quickly lead me to transition from a professional hockey career to the geosciences, where I found an absolute fascination with image sensors, spectroscopy, and working with geospatial data.

I am driven by the pursuit of commercially viable technologies and solutions for industries that are most critical to the transition to a sustainable economy. I believe in open data, collaboration, and strong digital privacy protections.",Not available
https://www.ycombinator.com/companies/kosh,kosh,2020,Winter 2020,56,Active,"Gurugram, India",Creating Microfinance 2.0.,https://getkosh.com/,"FINTECH, SOCIAL, INDIA, CONSUMER-FINANCE, DIVERSITY-&-INCLUSION","Sahil Bansal
Founder
Cofounder of Kosh. Graduated from IIT Delhi in 2014. Worked as a quant strat at Goldman Sachs in their Investment Banking Division. Currently managing sales and operations at Kosh.","Aayush Goel
Founder
Trying to scale myself as a leader as Kosh scales. ex-Goldman Sachs, Graduate from IIT Delhi. Forbes u30 Asia.",Not available
https://www.ycombinator.com/companies/koshex,koshex,Not available,Summer 2021,21,Active,"Bengaluru, India",Automating wealth creation for 400M Indian millennials,https://www.koshex.com/,FINTECH,"Akash Agrawal
Founder
Ola, Capital Float, Rothschild & UBS Investment Bank","Komal Kumar Gupta
Founder
Interest: Mathematics, Binary, Data, Non-Fictions & Philosophy.",Not available
https://www.ycombinator.com/companies/kovi,kovi,2018,Winter 2019,890,Acquired,"São Paulo, Brazil","Making car ownership more inclusive, flexible and simple.",https://www.kovi.com.br/,"AUTO-COMMERCE, MOBILITY","ADHEMAR MILANI NETO
Founder",Not available,Not available
https://www.ycombinator.com/companies/koywe,koywe,2022,Winter 2023,7,Active,"Miami, FL",Crypto On and Off Ramp for Latam,https://koywe.com/,"FINTECH, CRYPTO-WEB3, PAYMENTS","Ignacio Detmer
Founder
Ignacio has vast experience scaling business across Latam as Co-Founder and COO of Americas Car Group, a unicorn sold to Prosus Group. He is also a Co-Founder of Proptech (Opencasa), managing 75M USD in properties in the US","Guillermo Acuña
Founder
Entrepreneur from Chile, fullstack handyman.",Not available
