company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/automate-ads,automate-ads,Not available,Winter 2015,2,Inactive,"San Mateo, CA","On a mission to programmatically automate, optimize, and unify your…",http://kuhcoon.com/,"ANALYTICS, ADVERTISING",Not available,Not available,Not available
https://www.ycombinator.com/companies/automatic,automatic,Not available,Summer 2011,51,Acquired,San Francisco,Automatic connects your car to the rest of your digital life.,http://automatic.com/,"IOT, AUTOMOTIVE","Jerry J
Founder",Not available,Not available
https://www.ycombinator.com/companies/autone,autone,2021,Summer 2022,70,Active,"London, United Kingdom",Inventory management SaaS for Retail & Consumer brands,https://autone.io/,"SUSTAINABLE-FASHION, CONSUMER, SUPPLY-CHAIN, RETAIL","Adil Bouhdadi
Founder
Over his career, Adil has worked within the retail industry across leading luxury fashion companies in Paris, New York, and London. In 2020, he co-founded Autone to help retail & consumer goods businesses scale their performances by accurately understanding, planning and forecasting their sales & operation flows.
In his free time, Adil enjoys exploring Italy on the weekend, visiting family in Marrakech,
or traveling around Europe.","Harry Cheslaw
Founder
I am a london based technical / product founder focusing currently on the retail space. 

In 2020, I co-founded Autone to help retail & consumer goods businesses scale their performances by accurately understanding, planning and forecasting their sales & operation flows.

I am always happy to chat and help others so do not hesitate to reach out!",Not available
https://www.ycombinator.com/companies/autopallet-robotics,autopallet-robotics,2024,Summer 2024,3,Active,San Francisco,We make robots that move boxes in warehouses,https://autopallet.bot/,"HARD-TECH, MACHINE-LEARNING, WAREHOUSE-MANAGEMENT-TECH, SWARM-ROBOTICS, AUTOMATION","Nathan Yee
Founder
Nathan is the co-founder and COO of AutoPallet Robotics.

At 18, he graduated as the valedictorian of College of Alameda and then studied Engineering with Computing at Olin College where he met Eric. He has since built ML models for MBARI, consulted for the DIU (xView2) and WashU (drug discovery), and built core software for lab automation robotics at Trilobio.","Eric Miller
Founder
Eric is the co-founder and CEO of AutoPallet Robotics.

After graduating from Olin College in 2019, he led the Subject Tracking and Autonomy Infrastructure teams at Skydio, rapidly growing from individual contributor to lead a team of 6 engineers.

Eric is a multidisciplinary robotics engineer with significant experience building modern robotics stacks, from hardware and electronics through perception and high-level software.",Not available
https://www.ycombinator.com/companies/autosana,autosana,2025,Summer 2025,2,Active,San Francisco,QA agent for mobile apps,https://autosana.ai/,"ARTIFICIAL-INTELLIGENCE, DEVELOPER-TOOLS, SAAS","Jason Steinberg
Founder
Co-Founder @ Autosana
Played club hockey at the University of Maryland. Worked on many multiple startups and wore many hats. Went on a two-month bike trip across America after graduation, and now making mobile QA a heck of a lot easier.","Yuvan Sundrani
Founder
Lifetime builder. 
Huge superhero fan, started with builds ranging from co2-powered web-shooters to wrist-mounted flamethrowers.
Co-founded a contact sharing app in 2020. Engineer #1 to CPO at martech startup (~7 fig ARR). Engineer #1 at AI-therapy startup.",Not available
https://www.ycombinator.com/companies/autotab,autotab,2023,Summer 2023,2,Active,Not available,AI agents reliable enough to do real work,https://autotab.com/,"ARTIFICIAL-INTELLIGENCE, PRODUCTIVITY, AUTOMATION","Jonas Nelle
Founder
Born and raised in Berlin. BA in Rationality from Harvard (convinced them to let me create a new major). Built data-driven applications at Palantir and Taktile (YC S20). Started and sold the first oracle for zero-knowledge rollups on Ethereum.",Not available,Not available
https://www.ycombinator.com/companies/autumn-labs,autumn-labs,2023,Summer 2024,3,Active,San Francisco,Datadog for industrial robots,https://www.autumnlabs.io/,"HARDWARE, ROBOTIC-PROCESS-AUTOMATION, SAAS, ROBOTICS, MANUFACTURING","Prathik Muppidi
Founder
University of Waterloo Mechatronics Engineering, ex-Google Engineer","Harsh Bhatt
Founder
Ex. Apple | Mechatronics Engineering @ University of Waterloo","Sam Monga
Founder
Hardware software engineer"
https://www.ycombinator.com/companies/avairsense,avairsense,2020,Winter 2022,14,Inactive,"Bengaluru, India",We go all out to Build the Smartest AI-Enabled Cameras!,https://www.avairsense.com/,"ARTIFICIAL-INTELLIGENCE, HARDWARE, CONSUMER, ELECTRONICS","Sourav Sanyal
Founder
Learning, Building, Improving Everyday. 

I started a tiny entertainment company for teens. I now am building OurEye a B2B, SaaS product. It's been a hell of a ride. In between I did the International Baccalaureate Diploma and an Under Grad in Comp Sci.","Miran Junaidi
Founder
Fascinated by businesses, Wealth Creation, Sports, and Music! Massive NBA and F1 freak!",Not available
https://www.ycombinator.com/companies/avalanche,avalanche,Not available,Winter 2019,1,Inactive,San Francisco,Referral program SDK for startups,https://useavalanche.com/,MARKETING,"Nikhil Shinday
Founder
CTO @ BuildBetter.app","Elezhan (Ijan) Zhakiya
Founder",Not available
https://www.ycombinator.com/companies/avallon-ai,avallon-ai,2025,Spring 2025,3,Active,Not available,AI agents for insurance claims operations,https://www.avallon.ai/,Not available,"Cornelius Schramm
Founder
CEO of Avallon. Before Avallon, Cornelius was the founding U.S. engineer at FINN, building the fleet operations platform behind $15M ARR and witnessing firsthand how broken fleet claims processes are.","Bryan Guin
Founder
Bryan was previously a machine learning researcher at Cornell and a software engineer at Agentive (YC S23) where he built AI systems for auditors. He also led product consulting teams at EY, advising Fortune 500 clients on new product development and deployment.",Not available
https://www.ycombinator.com/companies/avametric,avametric,Not available,Winter 2014,11,Acquired,San Francisco,Simulate clothes on your body.,http://www.avametric.com/,"AUGMENTED-REALITY, E-COMMERCE, FASHION","Dave Jackson
Founder/CTO",Not available,Not available
https://www.ycombinator.com/companies/avelis-health,avelis-health,2025,Summer 2025,2,Active,San Francisco,We audit medical claims for self-insured employers and health plans.,https://avelishealth.com/,"SAAS, HEALTHCARE, HEALTH-INSURANCE, HEALTHCARE-IT, AI","Angel Onuoha
Founder
Angel is a 3x founder, Harvard alum, and previous PM @ Google. He is currently building AI agents to audit medical claims for self-insured employers.","Ahmad Shehu
Founder
Cofounder and CTO @ Avelis
Ahmad is a product-minded engineer running on curiosity, and a questionable number of browser tabs. He is a firm believer that small fixes can lead to big changes.",Not available
https://www.ycombinator.com/companies/avenue,avenue,2020,Winter 2021,8,Acquired,New York,Observability platform for operations teams,https://avenue.app/,"DEVELOPER-TOOLS, SAAS, DATA-ENGINEERING","Justin Bleuel
Co-Founder & CEO
people-first","Jeff Barg
Founder
Co-founder & CTO of Avenue, an observability platform for operations teams. We let ops teams connect their data sources, define alerts, and respond proactively to important events. We are currently hiring software engineers to build the future of ops tooling.

Previously, I was a software engineer at Amazon working on the Alexa AI team. Along with my co-founder Justin, I also built and marketed several iOS apps when we were in high school, amassing 300k+ downloads.",Not available
https://www.ycombinator.com/companies/aviaryai,aviaryai,2022,Summer 2022,8,Active,"Chicago, IL",Outbound AI voice agents for the financial services industry,http://www.helloaviary.ai/,"FINTECH, B2B, AI, AI-ASSISTANT","Blesson Abraham
Founder
Blesson Abraham is a two-time founder and is the CEO of Cambio. He started his career at a retail bank as a leadership development associate and went on to lead marketing, sales and helped start their analytics team. In 2014, he co-founded SavvyIntel, a SaaS analytics solution for banks and credit unions. In 2017, SavvyIntel was acquired by CUNA Mutual Group.","Jay Patel
Founder
Jay Patel is a two-time founder and is the CTO of Cambio. In 2020 he started the non-profit social-justice app FireWatch. He leads the development and engineering efforts at Cambio.",Not available
https://www.ycombinator.com/companies/aviator,aviator,2021,Summer 2021,6,Active,San Francisco,Google-level engineering productivity suite,https://aviator.co/,"DEVELOPER-TOOLS, SAAS, B2B","Ankit Jain
Founder
Ankit was an eng lead at Sunshine, Homejoy and Shippo, and he also leads the ex-Google alumni network (Xoogler.co). Prior to that, Ankit was also an EIR at Unshackled and an engineer at Google and Adobe.",Not available,Not available
https://www.ycombinator.com/companies/avina,avina,2022,Summer 2022,5,Active,New York,GTM signals engine for sales teams. Automate warm outbound with AI.,https://avina.io/,"ARTIFICIAL-INTELLIGENCE, B2B, SALES, MARKETING","Vivek Sudarsan
CEO & Co-Founder
Automate warm outbound with signals.

I'm the CEO and co-founder of Avina. Previously I was the CPO of Bowtie which was acquired by Mindbody, and helped scale the product to thousands of customers after our acquisition.","Mike Wang
Founder
Hi! I'm the CTO & Co-founder of Avina. Previously I was CTO & Co-founder of Bowtie, a B2B SaaS product that we sold to Mindbody, where I continued to manage our engineering team. Would love to chat about new tech, startup life, AI, web3, social impact, sci-fi, philosophy, or the latest Netflix show :)",Not available
https://www.ycombinator.com/companies/avion,avion,2018,Winter 2020,Not available,Active,San Francisco,Avion builds and operates autonomous eVTOL drones that deliver vital…,http://www.avion.health/,"AUTONOMOUS-DELIVERY, DRONES","Brook Ayalneh
Founder
Co-founder & CEO at Avion UAV","Mohammed Ismail
Founder
co-founder","Bitiya Samuel
Founder"
https://www.ycombinator.com/companies/avion-school,avion-school,2020,Winter 2021,4,Active,"Manila, Philippines",We teach Filipinos to become remote software engineers globally.,https://avionschool.com/,"EDUCATION, ELEARNING, RECRUITING","Victor Rivera
Founder
Co-founder & CEO, Avion School","John Young
Founder
Teaching Filipinos to be software engineers globally.",Not available
https://www.ycombinator.com/companies/aviron-interactive,aviron-interactive,2018,Winter 2021,90,Active,"Toronto, Canada","Aviron transforms workouts with game-based exercise machines, making…",https://www.avironactive.com/,"SPORTS-TECH, CONSUMER-HEALTH-SERVICES, GAMING","Andy Hoang
Founder
A third-generation entrepreneur and self-described “tech nerd”, who believes in the power of using fitness and technology to better people’s lives.",Not available,Not available
https://www.ycombinator.com/companies/avo,avo,2018,Winter 2019,10,Active,San Francisco,Fixing data quality in product analytics.,https://www.avo.app/,"DEVELOPER-TOOLS, B2B","Stefania Olafsdottir
Founder/CEO
Mathematician & philosopher. Deep passion for understanding people and things. Always choose the adventure. Make stuff happen. One day be able to do a pull-up. Drink coffee. Eat ice cream.

Find me in San Francisco, Iceland, and as @stefaniabje on the internets.","Solvi Logason
Founder",Not available
https://www.ycombinator.com/companies/avo-2,avo-2,Not available,Summer 2018,10,Inactive,"Tel Aviv-Yafo, Israel",Online convenience store for residential and office buildings,https://www.avonow.com/,"GROCERY, E-COMMERCE","Dekel Valtzer
Founder/CEO","Nir Smadar
Founder/CTO
Product builder with a background in software engineering and experience leading product teams in fast-paced startups. Most recently led product at Deel, helping scale AI, API, WL, and more. Previously co-founded an eCommerce business. Enjoys working across disciplines—engineering, design, data—to bring clarity to messy problems and ship real solutions.","Idan Hershko
Founder"
https://www.ycombinator.com/companies/avocademy,avocademy,2020,Winter 2022,6,Active,"Miami, FL",We teach UX/UI design and then help people get great jobs.,http://www.avocademy.com/,"EDUCATION, DESIGN","Maca Baigorria
Founder
Maca is a self-taught designer who transitioned from mechanical engineering to UX/UI Design and is on a mission to make tech careers more accessible.","Alexandra Amico
Founder
Alex transitioned from Systems Engineering to Product Management and is passionate about helping people get to where they want to be in life.",Not available
https://www.ycombinator.com/companies/avocado,avocado,2020,Winter 2021,4,Active,"Austin, TX",Restaurant POS with built-in AI agent,https://avocadopos.com/,"ARTIFICIAL-INTELLIGENCE, FINTECH, GENERATIVE-AI, RESTAURANT-TECH, AI-ASSISTANT","Nick Evans
Founder
Co-Founder and CEO of Avocado (avocadopos.com)
Co-Founder and former CEO of Tile (tile.com)
Former hardware and software engineer
Love products and people
Austin, TX -> SF, CA","Shayan Guha
Founder
San Francisco, CA",Not available
https://www.ycombinator.com/companies/avora,avora,2024,Fall 2024,4,Active,San Francisco,Agents for dental operations,https://www.getavora.ai/,"ARTIFICIAL-INTELLIGENCE, GENERATIVE-AI, HEALTH-TECH, DENTAL","Daniel Bessonov
Founder
Danny graduated from Penn M&T with a master’s degree in computer science. Danny most recently lead product intelligence at Wispr.ai, and was previously at Ramp, Anduril, and Lumos. Daniel has architected core payment features for Ramp’s $xmm Bill Pay product, built encryption features for Anduril UAVs, & was a Top 25 App Store developer at 14 years old.","Justin Zhou
Founder
Co-founder, ShowAndTell",Not available
https://www.ycombinator.com/companies/avro-life-science,avro-life-science,Not available,Winter 2018,8,Active,"Waterloo, Canada",Skin patches for generic drug delivery.,http://avrolifesci.com/,"BIOTECH, DRUG-DELIVERY","Shak Lakhani
Founder","Keean Sarani
Founder",Not available
https://www.ycombinator.com/companies/awari,awari,2018,Winter 2021,35,Acquired,"São Paulo, Brazil",Reinventing lifelong learning for the future of work.,https://awari.com/,"EDUCATION, ELEARNING","Fabio Muniz
Founder
Vice President at Fluency Academy, one of the largest language learning platforms in the world, backed by General Atlantic. 

Previously, I was the founder and CEO of Awari, a YC-backed online school that offered career-focused courses in tech, design, and business. I led Awari from founding to acquisition by Fluency Academy, scaling the team, the curriculum, and the student base to over 20,000 learners across Latin America.

I am passionate about creating innovative and impactful solutions for",Not available,Not available
https://www.ycombinator.com/companies/awesometalk,awesometalk,Not available,Winter 2014,2,Inactive,San Francisco,Free video calling without the hassle.,http://awesometalk.com/,VIDEO,"Brendan Irvine-Broque
Founder
Product @ Cloudflare","Matt Insler
Founder",Not available
https://www.ycombinator.com/companies/awtomic,awtomic,2020,Summer 2020,11,Active,"Seattle, WA",Dollar Shave Club as a platform.,https://www.awtomic.com/,Not available,"Emily Yuhas
Founder
As.a Product leader, I've worked on a breadth of problems, including building a cross-platform Checkout flow for Eventbrite, automating tour scheduling for Redfin and launching Xbox One. Bundle originated from a desire to help my sister, who founded a DTC beauty brand and was frustrated by the many limitations of her subscription app.",Not available,Not available
https://www.ycombinator.com/companies/axdraft,axdraft,2017,Winter 2019,34,Acquired,"Kyiv, Ukraine","AXDRAFT helps corporations draft, negotiate and approve documents 10x…",https://axdraft.com/,"MACHINE-LEARNING, SAAS, LEGALTECH","Oleg Zaremba
Founder
2x YC alumni, 1 exit (AXDRAFT acquired by Onit Inc.). 

Led the engineering, product and QA teams that built AXDRAFT. Post-acquisition led the cross-product integrations and AI initiatives (3 generative AI products and 1 ML product). 

Achieved and maintained security standard (SOC 2 Type 2) for AXDRAFT 3 years in a row including during war times in Ukraine.

Started AiSDR in 2023 with my brother Yuriy to automate sales prospecting with generative AI.","Yuriy Zaremba
Founder
2x YC alumni, 1 exit (AXDRAFT acquired by Onit Inc.).

Grew AXDRAFT from $0 to $2M through founder-led sales, managed a $10M ARR business line for the acquiring company.

Skilled crisis management: navigated company through war in Ukraine with uninterrupted business continuity and high ARR growth.

Started AiSDR in 2023 to automate sales prospecting with generative AI.",Not available
https://www.ycombinator.com/companies/axiom,axiom,2024,Winter 2025,2,Active,Not available,"Trade memecoins, perpetuals, and earn yield.",https://axiom.trade/,"FINTECH, CRYPTO-WEB3, CONSUMER-FINANCE, TRADING","Henry Zhang
Founder
CEO @ Axiom. Graduated at 20 with 1 exit, excited by all things crypto!","Preston Ellis
Founder
Building consumer applications in crypto!",Not available
https://www.ycombinator.com/companies/axiom-ai,axiom-ai,2019,Winter 2021,8,Active,"London, United Kingdom",No-code Browser RPA,https://axiom.ai/,"ROBOTIC-PROCESS-AUTOMATION, SAAS","Yaseer Sheriff
Founder
My co-founders and I ran a software consultancy together, which evolved to focus on RPA. 

Axiom is a spin-out of that software consultancy and our previous RPA expertise. 

My background before that was engineering, computer science, automated theorem proving and computational biology (the latter two are surprisingly related). 

https://yaseersheriff.github.io/","Simon Williams
Founder
I studied Psychology at university but then switched to programming afterwards when I saw that you could get paid for making things on the computer. This makes me a technical person who is also intersted in people and their many odd ways.

Founded and ran a moderately successul software engineering and web design consultancy for about 8 years. My co-founders and I founded Axiom after transitioning from that business.

I have a big passion for game design theory and making games, too.","Alex Barlow
Founder"
