company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/prendea,prendea,2020,Winter 2021,5,Inactive,"Barranco, Peru",Live afterschool classes for Spanish-speaking kids ages 4 to 15.,https://prendea.com/,"EDUCATION, ELEARNING, SUBSCRIPTIONS","Gonzalo Aguilar
Founder
Founder and CEO of Prendea (https://prendea.com), live online classes for kids ages 4 - 16 in Latam. Previously founded Check (https://check.education), a curricular maths platform for schools in Latam, with operations in Peru and Mexico.

6 years working in K-12 related ventures, studied Economics in Universidad del Pacífico, in Lima.","Benjamin Garmendia
Founder
Co-founder and Head of Product at Prendea (2020 - )
Co-founder and Head of Product at Check (2018 - 2020)
BA Philosophy, Politics and Economics, University of Oxford (2015-2018)",Not available
https://www.ycombinator.com/companies/prequel,prequel,2020,Winter 2021,9,Active,New York,Helping B2B co's sync data to their customers,https://prequel.co/,"SAAS, ANALYTICS, DATA-ENGINEERING","Charles Chretien
Founder","Conor McCarter
Founder",Not available
https://www.ycombinator.com/companies/presti-ai,presti-ai,2022,Summer 2024,7,Active,Not available,Helping furniture companies create product visuals with AI,https://www.presti.ai/,"ARTIFICIAL-INTELLIGENCE, B2B, E-COMMERCE, AI","Nabil Toumi
Founder
Was the automation lead at Uber, where I created a team that saved €20M in a year, earning me a top 1% employee award.
Alumnus of Centrale Paris and ESSEC","Saad Bencherif
Founder
Cofounder & CPO of Presti AI: stunning product visuals, for furniture companies, with gen AI 🛋️. Prior life: ex-Senior Data Scientist @ BCG X.","Hamza Bennis
Founder
Generative AI Founder @Presti AI | Furniture imagery with AI 🚀 |"
https://www.ycombinator.com/companies/presto,presto,2008,Summer 2010,200,Public,"San Carlos, CA",Digital meets physical for big chain restaurants,http://presto.com/,"FOOD-SERVICE-ROBOTS-&-MACHINES, RESTAURANT-TECH","Rajat Suri
Founder/CEO",Not available,Not available
https://www.ycombinator.com/companies/pretty-instant,pretty-instant,2015,Winter 2015,3,Acquired,Boston,Inventor of the first roaming-photo booth + pro photography platform,https://www.prettyinstant.com/,B2B,"Ben Maitland-Lewis
Founder/CEO
Lifelong entrepreneur with a passion for solving big problems and collaborating with amazing people. 
Toured the world as a professional musician and tour manager — SonyBMG Marketing Director turned tech CEO — Built the first digital asset management (DAM) platform for the creative enterprise (sold to UMG) — Built the worlds first roaming photo booth + pro photography platform (sold to Snappr) — YC W15 Alum - Angel Investor - Startup Mentor - Now the Director of Startup Banking @ SVB.","Chris Cave
Founder/COO - YC W15
Operations & Product @ SfinLogic 
---
SfinLogic is an advanced insights and intelligence platform that provides businesses with an AI-powered market advantage they can trust.","Douglas E. Rogers
Founder
Technical Co-founder of Pretty Instant (W15 - Acquired by Snappr in 2021). From Boston, living in East Bay. Currently working doing technical and strategic advisory for large-scale enterprises and Fortune 500 companies. Coding on the side."
https://www.ycombinator.com/companies/pribbit,pribbit,Not available,Summer 2010,Not available,Inactive,Not available,Like Twitter but you post others' status.,http://pribbit.com/,SOCIAL,"Peter Zakin
Founder",Not available,Not available
https://www.ycombinator.com/companies/priceonomics,priceonomics,Not available,Winter 2012,2,Acquired,San Francisco,We help companies turn their data into great stories.,http://priceonomics.com/,Not available,"Rohin Dhar
Founder
San Francisco real estate. Investor in Airbnb short term vacation rentals in Sonoma, Kauai, Taos, Mt Hood, Yosemite and Asheville. Run a popular real estate account on Twitter X.",Not available,Not available
https://www.ycombinator.com/companies/priime,priime,2014,Winter 2015,3,Active,San Francisco,Priime is a company dedicated to advancements in technology around…,https://priime.com/,Not available,"Arthur Chang
Founder/CEO
YC s10 founder (Fanvibe) and YC w15 founder (Priime)","Andrew Ng
Founder
Founder at Priime (W15)","Joe Pestro
Founder
Founder at Priime (YC W15) & Fanvibe (YC S10)"
https://www.ycombinator.com/companies/prime-lightworks,prime-lightworks,Not available,Summer 2016,1,Active,"Culver City, CA",Prime Lightworks Inc. manufactures electric propulsion systems for…,http://www.primelightworks.com/,CLIMATE,"Kyle Flanagan
Founder/CEO & President",Not available,Not available
https://www.ycombinator.com/companies/primevault,primevault,2022,Summer 2022,3,Active,San Francisco,"Supercharged crypto operations, custody and risk management",https://www.primevault.com/,"DEFI, SAAS, CRYPTO-WEB3, B2B, DAO","Prashant Upadhyay
Founder
Co-founder @ PrimeVault - an all-in-one crypto security platform for teams to manage their digital assets, DeFi investments and more. Formerly, first PM at Rippling (YC W17) building and scaling payroll, payments, compliance, risk and accounting products. Math nerd, Web3 enthusiast.","Tanmay Chaudhari
Founder
Co-founder of PrimeVault. Previously a tech lead at Rippling and worked at Goldman Sachs.","Vivek Kumar
Co-Founder
Co-founder @ PrimeVault,
Former Tech lead at Rippling"
https://www.ycombinator.com/companies/prism,prism,2025,Spring 2025,3,Active,San Francisco,AI-native Datadog + Amplitude,https://prismreplay.com/,"ARTIFICIAL-INTELLIGENCE, DESIGN, WEB-DEVELOPMENT","Rajit Khanna
Founder
Founder @ Prism. Prev @ Greptile (YC W24), Skydio, Stripe (YC S09), and Blissway (YC S20).","Alex Liu
Founder
CTO @ Prism. Prev engineering @ Palantir, AWS. Georgia Tech Alum","Land Tantichot
Founder
Previously, product @J&J and OneTrust. Georgia Tech alumn. Researcher @ H. Milton Stewart School of Industrial & Systems Engineering"
https://www.ycombinator.com/companies/prism-labs,prism-labs,Not available,Summer 2017,5,Inactive,San Francisco,,https://,Not available,"Adam Breckler
Founder/Problem Solver in Chief",Not available,Not available
https://www.ycombinator.com/companies/probably-genetic,probably-genetic,2019,Winter 2019,9,Active,San Francisco,Patient Intelligence Platform for Genetic Disease,https://www.probablygenetic.com/,"HEALTH-TECH, BIOTECH, GENOMICS","Lukas Lange
Founder
CEO & Co-Founder of Probably Genetic. Previously BCG & The Bill & Melinda Gates Foundation. PhD from Oxford as a Rhodes Scholar.",Not available,Not available
https://www.ycombinator.com/companies/probo,probo,2024,Spring 2025,2,Active,San Francisco,We help you get compliant while you focus on your business.,https://www.getprobo.com/,"SAAS, B2B, COMPLIANCE, CYBERSECURITY","Antoine Bouchardy
Founder
Probo co-founder & CEO. Cybersecurity auditor with a data & product background.","Bryan Frimin
Founder
CTO & Co-founder of Probo. French engineer building an open-source AI platform that simplifies SOC2/ISO27001 compliance.",Not available
