company_urls,company_name,founded_date,batch,team_size,status,location,slogan,company_website_url,company_types,founder_1,founder_2,founder_3
https://www.ycombinator.com/companies/swiftype,swiftype,2011,Winter 2012,50,Acquired,San Francisco,Smart search for the modern team.,http://swiftype.com/,"DEVELOPER-TOOLS, SAAS, B2B","Quin Hoxie
Founder",Not available,Not available
https://www.ycombinator.com/companies/swipe-2,swipe-2,2021,Summer 2021,65,Active,"Hyderabad, India",Super AI Accountant for SMBs,https://getswipe.in/,"ARTIFICIAL-INTELLIGENCE, FINTECH, SAAS, B2B, AI-ASSISTANT","Aditya Vemuganti
Founder
Cofounder, Swipe.","Sri Teja Allaparthi
Founder
Co-founder, Swipe",Not available
https://www.ycombinator.com/companies/swipe-technologies,swipe-technologies,2020,Winter 2020,20,Active,"Accra, Ghana","Building modern payments, accounting and cashflow management tools…",https://getswipe.com/,"FINTECH, PAYMENTS, B2B","Jesse Ahin Ghansah
Founder",Not available,Not available
https://www.ycombinator.com/companies/swipehouse,swipehouse,2014,Winter 2018,5,Acquired,"Cambridge, MA",Meet other creators. Get daily matches. Find brand deals.,https://swipehouse.co/,"ENTERTAINMENT, COMMUNITY, E-COMMERCE","Luke Heine
Founder
Lovin' the process!",Not available,Not available
https://www.ycombinator.com/companies/swish,swish,Not available,Winter 2013,2,Inactive,Palo Alto,Kickstarter for physical products. Shop exclusive product launches.,http://swish.com/,"HARDWARE, E-COMMERCE","Iolanthe Stronger
Founder",Not available,Not available
https://www.ycombinator.com/companies/swishjam,swishjam,2022,Winter 2023,2,Active,"Los Angeles, CA",All-in-one digital analytics for SaaS companies,https://swishjam.com/,"SAAS, B2B, ANALYTICS, AUTOMATION","Collin Schneider
Founder
CT native, formerly NY-based, currently LA-based. Building Swishjam, a better way for SaaS companies to tap into their digital analytics.","Zachary Zimbler
Founder
Co-founder Swishjam, Ex-Stripe, Ex-Thinkful",Not available
https://www.ycombinator.com/companies/switchboard,switchboard,2015,Winter 2019,24,Active,"Vancouver, Canada",Technology for Trucking,https://www.onswitchboard.com/,"AUTONOMOUS-TRUCKING, SAAS, B2B, LOGISTICS","Michael Ip
Founder
My doggo's name is Wall-E",Not available,Not available
https://www.ycombinator.com/companies/sycamore,sycamore,Not available,Winter 2017,2,Inactive,Not available,Marketplace for companies to add a delivery driver in 5 minutes.,https://www.mysycamore.com/,"MARKETPLACE, DELIVERY, LOGISTICS","Steven Syverud
Founder/CEO","Goutham Buchi
Founder/CTO
CTO @ AngelList
Senior Dir of Eng Coinbase 
YC W'17 - Sycamore
Coursera - Early stage employee",Not available
https://www.ycombinator.com/companies/sygaldry-technologies,sygaldry-technologies,2024,Spring 2025,Not available,Active,Not available,quantum-accelerated AI servers,https://www.sygaldry.com/,"HARD-TECH, QUANTUM-COMPUTING, AI","Chad Rigetti
Founder
I build quantum computers. Founder of Rigetti Computing (YC S14, NASDAQ: RGTI). ex-IBM. Yale Ph.D.","Idalia Friedson
Founder
Bringing quantum technologies to market. 
ex-Chief Strategy Officer at Strangeworks 
ex- Chief of Staff at Rigetti ($RGTI)
ex-product at Publicis Sapient
Passionate about tech policy & ethics -- QAI Policy Center Board & PQIC Quantum Policy & Ethics core member",Not available
https://www.ycombinator.com/companies/symple,symple,Not available,Summer 2016,11,Acquired,San Francisco,Last mile logistics for delivery & service teams. We bring real-time…,http://www.getsymple.com/,"DELIVERY, LOGISTICS","Steve Abraham
Founder/CEO",Not available,Not available
